index	video_path	video	question_id	question	answer	options	correct_answer_index	category
2039	grandparent-child/video_146.mp4	grandparent-child/video_146	2039-1	If the people in the video didn't have a close bond, how would the tone and content of the video be different?	The video would have fewer displays of affection or shared activities.	A. The video would likely feature more tense interactions and disagreements., B. The video would be filled with humorous anecdotes and lighthearted banter., C. The video would showcase a series of formal interviews and presentations., D. The video would highlight individual achievements without any collaboration., E. The video would have fewer displays of affection or shared activities.	E	Counterfactual Prediction
2039	grandparent-child/video_146.mp4	grandparent-child/video_146	2039-2	Which kind of relationship plays a dominant role in this video?	grandparent-child	A. friends, B. caregiver-recipient, C. grandparent-child, D. couple, E. parent-child, F. sports teammates, G. classmates, H. boss-employee, I. colleagues, J. teacher-student, K. transactional, L. sibling, M. service, N. coach-player	C	Relation Inference
2040	grandparent-child/video_119.mp4	grandparent-child/video_119	2040-1	Why does the adult smile frequently at the child?	To express affection and engage the child.	A. To express affection and engage the child., B. To signal disapproval and reinforce discipline., C. To distract the child from their surroundings., D. To emphasize the seriousness of the situation., E. To promote competition and encourage performance.	A	Facial Expression Recognition
2040	grandparent-child/video_119.mp4	grandparent-child/video_119	2040-2	What will the adult likely do next?	Continue interacting with the child.	A. Leave the room quietly., B. Start a conversation with another adult., C. Focus on their phone or device., D. Begin cleaning up the area., E. Continue interacting with the child.	E	Factual Prediction
2040	grandparent-child/video_119.mp4	grandparent-child/video_119	2040-3	Which kind of relationship plays a dominant role in this video?	grandparent-child	A. caregiver-recipient, B. sports teammates, C. couple, D. classmates, E. transactional, F. boss-employee, G. colleagues, H. coach-player, I. teacher-student, J. friends, K. sibling, L. parent-child, M. service, N. grandparent-child	N	Relation Inference
2041	grandparent-child/video_19.mp4	grandparent-child/video_19	2041-1	Why does the older adult sit on the floor instead of the bed?	To be at the same level as the child.	A. To avoid falling off the bed., B. To be at the same level as the child., C. To have more space for activities., D. To rest after a long walk., E. To play a game with other adults.	B	Intent Inference
2041	grandparent-child/video_19.mp4	grandparent-child/video_19	2041-2	What is the child likely to do after saying 'I love you'?	Go to bed.	A. Ask for a snack., B. Go to bed., C. Start playing a game., D. Tell a joke., E. Watch a movie.	B	Factual Prediction
2042	grandparent-child/video_133.mp4	grandparent-child/video_133	2042-1	Will the child stop the adult from leaving?	No.	A. Yes, definitely., B. It's very likely that they will., C. The child might urge them to stay., D. The adult will not be prevented., E. No.	E	Factual Prediction
2043	grandparent-child/video_149.mp4	grandparent-child/video_149	2043-1	Why are the hands of the individuals shown marked with henna?	To show a cultural tradition.	A. To indicate a sporting event., B. To symbolize a political statement., C. To enhance a fashion trend., D. To show a cultural tradition., E. To represent a historical event.	D	Counterfactual Prediction
2044	grandparent-child/video_143.mp4	grandparent-child/video_143	2044-1	If the individuals in the video had a strained relationship, how would their interaction likely differ?	They would display distance or discomfort.	A. They would engage in lively conversation., B. They would express affection and warmth., C. They would display distance or discomfort., D. They would maintain close physical proximity., E. They would exhibit cheerful body language.	C	Counterfactual Prediction
2045	grandparent-child/video_100.mp4	grandparent-child/video_100	2045-1	Why might the older person be holding the child in a close manner?	To offer comfort and affection.	A. To ensure the child stays safe., B. To teach the child something important., C. To offer comfort and affection., D. To keep the child quiet and entertained., E. To show dominance or control over the child.	C	Intent Inference
2045	grandparent-child/video_100.mp4	grandparent-child/video_100	2045-2	How would the interaction change if the child showed visible signs of discomfort and tried to move away from the older person?	The older person would likely stop holding the child.	A. The older person might continue to hold the child tighter., B. The older person would likely stop holding the child., C. The older person would probably laugh and ignore the child's cues., D. The older person could try to engage the child in a game., E. The older person would likely ask the child if they want candy.	B	Counterfactual Prediction
2045	grandparent-child/video_100.mp4	grandparent-child/video_100	2045-3	Did the elderly person feel angry while discussing death?	No.	A. No., B. Yes, they were quite upset., C. They expressed sadness instead., D. They seemed indifferent about it., E. They became reflective and serious.	A	Emotion Inference
2045	grandparent-child/video_100.mp4	grandparent-child/video_100	2045-4	Based on the interaction, what will likely happen next?	They will change the topic to travel experiences.	A. They will change the topic to travel experiences., B. They will start discussing their favorite movies., C. They will keep talking about the older person's age., D. They will move on to talk about current events., E. They will plan a future meeting together.	A	Action Recognition
2046	grandparent-child/video_103.mp4	grandparent-child/video_103	2046-1	How would the interactions likely differ if the adults were unfamiliar to the children?	The children would not approach.	A. The children would engage enthusiastically., B. The children would ask many questions., C. The children would play without concern., D. The children would not approach., E. The children would ignore the adults completely.	D	Counterfactual Prediction
2046	grandparent-child/video_103.mp4	grandparent-child/video_103	2046-2	Which kind of relationship plays a dominant role in this video?	grandparent-child	A. transactional, B. friends, C. caregiver-recipient, D. sibling, E. sports teammates, F. colleagues, G. boss-employee, H. coach-player, I. classmates, J. grandparent-child, K. teacher-student, L. parent-child, M. service, N. couple	J	Relation Inference
